Index,0 [STRING(0x0)][0x0],1,0,0,0
464,"Dated Canvas Coif",34,"4,160,0,0","0,0,0,0",2
466,"Dated Canvas Coif (Auburn)",34,"4,161,0,0","0,0,0,0",2
468,"Dated Canvas Coif (Pink)",34,"4,162,0,0","0,0,0,0",2
470,"Dated Canvas Coif (Brown)",34,"4,163,0,0","0,0,0,0",2
472,"Dated Canvas Coif (Blue)",34,"4,164,0,0","0,0,0,0",2
474,"Dated Brass Spectacles",34,"20,4,0,0","0,0,0,0",2
476,"Dated Brass Spectacles (Yellow)",34,"20,5,0,0","0,0,0,0",2
478,"Dated Brass Circlet (Sunstone)",34,"11,103,0,0","0,0,0,0",2
480,"Dated Brass Circlet (Lapis Lazuli)",34,"11,104,0,0","0,0,0,0",2
482,"Dated Brass Circlet (Sphene)",34,"11,105,0,0","0,0,0,0",2
484,"Dated Brass Circlet (Malachite)",34,"11,106,0,0","0,0,0,0",2
486,"Dated Brass Circlet (Fluorite)",34,"11,107,0,0","0,0,0,0",2
488,"Dated Brass Circlet (Danburite)",34,"11,108,0,0","0,0,0,0",2
490,"Dated Canvas Bandana",34,"23,10,0,0","0,0,0,0",2
492,"Dated Canvas Bandana (Auburn)",34,"23,11,0,0","0,0,0,0",2
494,"Dated Canvas Bandana (Pink)",34,"23,12,0,0","0,0,0,0",2
496,"Dated Canvas Bandana (Brown)",34,"23,13,0,0","0,0,0,0",2
498,"Dated Canvas Bandana (Blue)",34,"23,14,0,0","0,0,0,0",2
500,"Dated Bronze Barbut",34,"8,128,0,0","0,0,0,0",2
502,"Dated Canvas Beret",34,"5,208,0,0","0,0,0,0",2
504,"Dated Canvas Beret (Auburn)",34,"5,209,0,0","0,0,0,0",2
506,"Dated Canvas Beret (Pink)",34,"5,210,0,0","0,0,0,0",2
508,"Dated Canvas Beret (Brown)",34,"5,211,0,0","0,0,0,0",2
510,"Dated Canvas Beret (Blue)",34,"5,212,0,0","0,0,0,0",2
512,"Dated Brass Preserves (Red)",34,"21,58,0,0","0,0,0,0",2
514,"Dated Brass Preserves (Green)",34,"21,59,0,0","0,0,0,0",2
516,"Dated Assault Sallet",34,"14,85,0,0","0,0,0,0",2
518,"Dated Canvas Hat",34,"7,125,0,0","0,0,0,0",2
520,"Dated Canvas Hat (Auburn)",34,"7,126,0,0","0,0,0,0",2
522,"Dated Canvas Hat (Pink)",34,"7,127,0,0","0,0,0,0",2
524,"Dated Canvas Hat (Brown)",34,"7,128,0,0","0,0,0,0",2
526,"Dated Canvas Hat (Blue)",34,"7,129,0,0","0,0,0,0",2
528,"Dated Iron Magnifiers (Red)",34,"20,35,0,0","0,0,0,0",2
530,"Dated Oak Halfmask",34,"19,12,0,0","0,0,0,0",2
532,"Dated Bronze Chain Coif",34,"15,1,0,0","0,0,0,0",2
534,"Dated Fishing Hat",34,"6,219,0,0","0,0,0,0",2
536,"Dated Fishing Hat (Red)",34,"6,220,0,0","0,0,0,0",2
538,"Dated Fishing Hat (Yellow)",34,"6,221,0,0","0,0,0,0",2
540,"Dated Fishing Hat (Green)",34,"6,222,0,0","0,0,0,0",2
542,"Dated Fishing Hat (Blue)",34,"6,223,0,0","0,0,0,0",2
544,"Dated Leather Calot (Black)",34,"35,43,0,0","0,0,0,0",2
546,"Dated Leather Calot (Ochre)",34,"35,44,0,0","0,0,0,0",2
548,"Dated Leather Calot (Green)",34,"35,46,0,0","0,0,0,0",2
550,"Dated Leather Calot (Red)",34,"35,45,0,0","0,0,0,0",2
552,"Dated Tracker's Hat",34,"9,204,0,0","0,0,0,0",2
554,"Dated Tracker's Hat (Auburn)",34,"9,205,0,0","0,0,0,0",2
556,"Dated Tracker's Hat (Pink)",34,"9,206,0,0","0,0,0,0",2
558,"Dated Tracker's Hat (Brown)",34,"9,207,0,0","0,0,0,0",2
560,"Dated Tracker's Hat (Blue)",34,"9,208,0,0","0,0,0,0",2
562,"Dated Brass Elmo",34,"12,42,0,0","0,0,0,0",2
564,"Dated Leather Pot Helm (Black)",34,"13,113,0,0","0,0,0,0",2
566,"Dated Leather Pot Helm (Ochre)",34,"13,114,0,0","0,0,0,0",2
568,"Dated Leather Pot Helm (Green)",34,"13,115,0,0","0,0,0,0",2
570,"Dated Leather Pot Helm (Red)",34,"13,116,0,0","0,0,0,0",2
572,"Dated Canvas Wedge Cap",34,"38,1,0,0","0,0,0,0",2
574,"Dated Canvas Wedge Cap (Auburn)",34,"38,109,0,0","0,0,0,0",2
576,"Dated Canvas Wedge Cap (Pink)",34,"38,110,0,0","0,0,0,0",2
578,"Dated Canvas Wedge Cap (Brown)",34,"38,111,0,0","0,0,0,0",2
580,"Dated Canvas Wedge Cap (Blue)",34,"38,112,0,0","0,0,0,0",2
582,"Dated Velveteen Coif",34,"4,165,0,0","0,0,0,0",2
584,"Dated Velveteen Coif (Black)",34,"4,166,0,0","0,0,0,0",2
586,"Dated Velveteen Coif (Red)",34,"4,167,0,0","0,0,0,0",2
588,"Dated Velveteen Coif (Yellow)",34,"4,168,0,0","0,0,0,0",2
590,"Dated Velveteen Coif (Green)",34,"4,169,0,0","0,0,0,0",2
592,"Dated Silver Spectacles",34,"20,8,0,0","0,0,0,0",2
594,"Dated Silver Spectacles (Yellow)",34,"20,9,0,0","0,0,0,0",2
596,"Dated Silver Circlet (Garnet)",34,"11,109,0,0","0,0,0,0",2
598,"Dated Silver Circlet (Aquamarine)",34,"11,110,0,0","0,0,0,0",2
600,"Dated Silver Circlet (Heliodor)",34,"11,111,0,0","0,0,0,0",2
602,"Dated Silver Circlet (Peridot)",34,"11,112,0,0","0,0,0,0",2
604,"Dated Silver Circlet (Amethyst)",34,"11,113,0,0","0,0,0,0",2
606,"Dated Silver Circlet (Goshenite)",34,"11,114,0,0","0,0,0,0",2
608,"Dated Iron Barbut",34,"8,129,0,0","0,0,0,0",2
610,"Dated Velveteen Scarf",34,"25,50,0,0","0,0,0,0",2
612,"Dated Velveteen Scarf (Black)",34,"25,52,0,0","0,0,0,0",2
614,"Dated Velveteen Scarf (Red)",34,"25,54,0,0","0,0,0,0",2
616,"Dated Velveteen Scarf (Yellow)",34,"25,51,0,0","0,0,0,0",2
618,"Dated Velveteen Scarf (Green)",34,"25,53,0,0","0,0,0,0",2
620,"Dated Velveteen Beret",34,"5,213,0,0","0,0,0,0",2
622,"Dated Velveteen Beret (Black)",34,"5,214,0,0","0,0,0,0",2
624,"Dated Velveteen Beret (Red)",34,"5,215,0,0","0,0,0,0",2
626,"Dated Velveteen Beret (Yellow)",34,"5,216,0,0","0,0,0,0",2
628,"Dated Velveteen Beret (Green)",34,"5,217,0,0","0,0,0,0",2
630,"Dated Iron Preserves (Red)",34,"21,64,0,0","0,0,0,0",2
632,"Dated Iron Preserves (Green)",34,"21,65,0,0","0,0,0,0",2
634,"Dated Iron Sallet",34,"14,83,0,0","0,0,0,0",2
636,"Dated Velveteen Hat",34,"7,130,0,0","0,0,0,0",2
638,"Dated Velveteen Hat (Black)",34,"7,131,0,0","0,0,0,0",2
640,"Dated Velveteen Hat (Red)",34,"7,132,0,0","0,0,0,0",2
642,"Dated Velveteen Hat (Yellow)",34,"7,133,0,0","0,0,0,0",2
644,"Dated Velveteen Hat (Green)",34,"7,134,0,0","0,0,0,0",2
646,"Dated Silver Magnifiers (Green)",34,"20,36,0,0","0,0,0,0",2
648,"Dated Yew Halfmask",34,"19,13,0,0","0,0,0,0",2
650,"Dated Iron Chain Coif",34,"15,115,0,0","0,0,0,0",2
652,"Dated Bronze Celata",34,"3,1,0,0","0,0,0,0",2
654,"Dated Velveteen Turban",34,"10,169,0,0","0,0,0,0",2
656,"Dated Velveteen Turban (Black)",34,"10,170,0,0","0,0,0,0",2
658,"Dated Velveteen Turban (Red)",34,"10,171,0,0","0,0,0,0",2
660,"Dated Velveteen Turban (Yellow)",34,"10,172,0,0","0,0,0,0",2
662,"Dated Velveteen Turban (Green)",34,"10,173,0,0","0,0,0,0",2
664,"Dated Bowman's Hat",34,"9,215,0,0","0,0,0,0",2
666,"Dated Bowman's Hat (Black)",34,"9,216,0,0","0,0,0,0",2
668,"Dated Bowman's Hat (Red)",34,"9,217,0,0","0,0,0,0",2
670,"Dated Bowman's Hat (Yellow)",34,"9,218,0,0","0,0,0,0",2
672,"Dated Bowman's Hat (Green)",34,"9,219,0,0","0,0,0,0",2
674,"Dated Toadskin Pot Helm (Sunstone)",34,"13,118,0,0","0,0,0,0",2
676,"Dated Toadskin Pot Helm (Lapis Lazuli)",34,"13,119,0,0","0,0,0,0",2
678,"Dated Toadskin Pot Helm (Sphene)",34,"13,120,0,0","0,0,0,0",2
680,"Dated Toadskin Pot Helm (Malachite)",34,"13,121,0,0","0,0,0,0",2
682,"Dated Toadskin Pot Helm (Fluorite)",34,"13,122,0,0","0,0,0,0",2
684,"Dated Toadskin Pot Helm (Danburite)",34,"13,123,0,0","0,0,0,0",2
686,"Dated Velveteen Sugarloaf Hat (Black)",34,"18,7,0,0","0,0,0,0",2
688,"Dated Velveteen Sugarloaf Hat (Red)",34,"18,8,0,0","0,0,0,0",2
690,"Dated Velveteen Sugarloaf Hat (Green)",34,"18,9,0,0","0,0,0,0",2
692,"Dated Velveteen Wedge Cap",34,"38,113,0,0","0,0,0,0",2
694,"Dated Velveteen Wedge Cap (Black)",34,"38,114,0,0","0,0,0,0",2
696,"Dated Velveteen Wedge Cap (Red)",34,"38,115,0,0","0,0,0,0",2
698,"Dated Velveteen Wedge Cap (Yellow)",34,"38,116,0,0","0,0,0,0",2
700,"Dated Velveteen Wedge Cap (Green)",34,"38,117,0,0","0,0,0,0",2
702,"Dated Darksilver Circlet (Garnet)",34,"11,121,0,0","0,0,0,0",2
704,"Dated Darksilver Circlet (Aquamarine)",34,"11,122,0,0","0,0,0,0",2
706,"Dated Darksilver Circlet (Heliodor)",34,"11,123,0,0","0,0,0,0",2
708,"Dated Darksilver Circlet (Peridot)",34,"11,124,0,0","0,0,0,0",2
710,"Dated Darksilver Circlet (Amethyst)",34,"11,125,0,0","0,0,0,0",2
712,"Dated Darksilver Circlet (Goshenite)",34,"11,126,0,0","0,0,0,0",2
714,"Dated Walnut Mask",34,"19,16,0,0","0,0,0,0",2
716,"Dated Visored Barbut",34,"8,127,0,0","0,0,0,0",2
718,"Dated Chef's Hat",34,"30,39,0,0","0,0,0,0",2
720,"Dated Chef's Hat (Black)",34,"30,40,0,0","0,0,0,0",2
722,"Dated Chef's Hat (Red)",34,"30,41,0,0","0,0,0,0",2
724,"Dated Chef's Hat (Yellow)",34,"30,42,0,0","0,0,0,0",2
726,"Dated Chef's Hat (Green)",34,"30,43,0,0","0,0,0,0",2
728,"Dated Iron Assault Sallet",34,"14,86,0,0","0,0,0,0",2
730,"Dated Cavalry Chain Coif",34,"15,116,0,0","0,0,0,0",2
732,"Dated Cavalry Chain Coif (Red)",34,"15,117,0,0","0,0,0,0",2
734,"Dated Cavalry Chain Coif (Black)",34,"15,118,0,0","0,0,0,0",2
736,"Dated Cavalry Chain Coif (Ochre)",34,"15,119,0,0","0,0,0,0",2
738,"Dated Cavalry Chain Coif (Green)",34,"15,120,0,0","0,0,0,0",2
740,"Dated Electrum Circlet (Rubellite)",34,"11,127,0,0","0,0,0,0",2
742,"Dated Electrum Circlet (Turquoise)",34,"11,128,0,0","0,0,0,0",2
744,"Dated Electrum Circlet (Amber)",34,"11,129,0,0","0,0,0,0",2
746,"Dated Electrum Circlet (Tourmaline)",34,"11,130,0,0","0,0,0,0",2
748,"Dated Electrum Circlet (Spinel)",34,"11,131,0,0","0,0,0,0",2
750,"Dated Electrum Circlet (Zircon)",34,"11,132,0,0","0,0,0,0",2
752,"Dated Iron Celata",34,"3,6,0,0","0,0,0,0",2
754,"Dated Iron Celata (Green)",34,"3,10,0,0","0,0,0,0",2
756,"Dated Iron Celata (Brown)",34,"3,11,0,0","0,0,0,0",2
758,"Dated Linen Wedge Cap",34,"38,118,0,0","0,0,0,0",2
760,"Dated Linen Wedge Cap (Pink)",34,"38,119,0,0","0,0,0,0",2
762,"Dated Linen Wedge Cap (Blue)",34,"38,120,0,0","0,0,0,0",2
764,"Dated Linen Wedge Cap (Brown)",34,"38,121,0,0","0,0,0,0",2
766,"Dated Linen Wedge Cap (Yellow)",34,"38,122,0,0","0,0,0,0",2
768,"Weathered Doublet (Yellow)",35,"2,49,0,0","0,0,0,0",2
770,"Weathered Robe",35,"7,55,0,0","0,0,0,0",2
772,"Weathered Dalmatica",35,"4,47,0,0","0,0,0,0",2
774,"Weathered Dalmatica (Grey)",35,"4,48,0,0","0,0,0,0",2
776,"Weathered Gown (Grey)",35,"5,48,0,0","0,0,0,0",2
778,"Weathered Gown (Beige)",35,"5,49,0,0","0,0,0,0",2
780,"Weathered Hunting Tunic (Brown)",35,"9,67,0,0","0,0,0,0",2
782,"Weathered Shirt",35,"10,53,0,0","0,0,0,0",2
784,"Weathered Acton (Grey)",35,"13,43,0,0","0,0,0,0",2
786,"Weathered Jerkin (Brown)",35,"6,59,0,0","0,0,0,0",2
788,"Weathered Tabard",35,"31,5,0,0","0,0,0,0",2
790,"Weathered Doublet Vest (Grey)",35,"32,40,0,0","0,0,0,0",2
792,"Weathered Halfrobe (Beige)",35,"34,5,0,0","0,0,0,0",2
794,"Dated Hempen Dalmatica",35,"4,1,0,0","0,0,0,0",2
796,"Dated Hempen Dalmatica (Brown)",35,"4,2,0,0","0,0,0,0",2
798,"Dated Hempen Dalmatica (Grey)",35,"4,3,0,0","0,0,0,0",2
800,"Dated Hempen Dalmatica (Beige)",35,"4,4,0,0","0,0,0,0",2
802,"Dated Hempen Tunic",35,"33,1,0,0","0,0,0,0",2
804,"Dated Hempen Tunic (Brown)",35,"33,2,0,0","0,0,0,0",2
806,"Dated Hempen Tunic (Beige)",35,"33,3,0,0","0,0,0,0",2
808,"Dated Hempen Tunic (Grey)",35,"33,4,0,0","0,0,0,0",2
810,"Dated Hempen Halfrobe",35,"34,1,0,0","0,0,0,0",2
812,"Dated Hempen Halfrobe (Brown)",35,"34,2,0,0","0,0,0,0",2
814,"Dated Hempen Halfrobe (Beige)",35,"34,3,0,0","0,0,0,0",2
816,"Dated Hempen Halfrobe (Grey)",35,"34,4,0,0","0,0,0,0",2
818,"Dated Hempen Gown",35,"5,1,0,0","0,0,0,0",2
820,"Dated Hempen Gown (Brown)",35,"5,2,0,0","0,0,0,0",2
822,"Dated Hempen Gown (Grey)",35,"5,3,0,0","0,0,0,0",2
824,"Dated Hempen Gown (Beige)",35,"5,4,0,0","0,0,0,0",2
826,"Dated Hempen Doublet Vest",35,"32,1,0,0","0,0,0,0",2
828,"Dated Hempen Doublet Vest (Brown)",35,"32,2,0,0","0,0,0,0",2
830,"Dated Hempen Doublet Vest (Beige)",35,"32,3,0,0","0,0,0,0",2
832,"Dated Hempen Doublet Vest (Grey)",35,"32,4,0,0","0,0,0,0",2
834,"Dated Hempen Tabard",35,"31,1,0,0","0,0,0,0",2
836,"Dated Hempen Tabard (Brown)",35,"31,2,0,0","0,0,0,0",2
838,"Dated Hempen Tabard (Beige)",35,"31,3,0,0","0,0,0,0",2
840,"Dated Hempen Tabard (Grey)",35,"31,4,0,0","0,0,0,0",2
842,"Dated Hempen Doublet",35,"2,45,0,0","0,0,0,0",2
844,"Dated Hempen Doublet (Brown)",35,"2,46,0,0","0,0,0,0",2
846,"Dated Hempen Doublet (Grey)",35,"2,47,0,0","0,0,0,0",2
848,"Dated Hempen Doublet (Beige)",35,"2,48,0,0","0,0,0,0",2
850,"Dated Hempen Robe",35,"7,1,0,0","0,0,0,0",2
852,"Dated Hempen Robe (Brown)",35,"7,2,0,0","0,0,0,0",2
854,"Dated Hempen Robe (Grey)",35,"7,3,0,0","0,0,0,0",2
856,"Dated Hempen Robe (Beige)",35,"7,4,0,0","0,0,0,0",2
858,"Dated Hempen Shepherd's Tunic",35,"28,1,0,0","0,0,0,0",2
860,"Dated Hempen Shepherd's Tunic (Brown)",35,"28,2,0,0","0,0,0,0",2
862,"Dated Hempen Shepherd's Tunic (Grey)",35,"28,3,0,0","0,0,0,0",2
864,"Dated Hempen Shepherd's Tunic (Beige)",35,"28,4,0,0","0,0,0,0",2
866,"Dated Hempen Shirt",35,"10,1,0,0","0,0,0,0",2
868,"Dated Hempen Shirt (Brown)",35,"10,2,0,0","0,0,0,0",2
870,"Dated Hempen Shirt (Grey)",35,"10,3,0,0","0,0,0,0",2
872,"Dated Hempen Shirt (Beige)",35,"10,4,0,0","0,0,0,0",2
874,"Dated Hunting Tunic (Brown)",35,"9,1,0,0","0,0,0,0",2
876,"Dated Hunting Tunic (Grey)",35,"9,2,0,0","0,0,0,0",2
878,"Dated Hunting Tunic (Beige)",35,"9,3,0,0","0,0,0,0",2
880,"Dated Hempen Acton (Grey)",35,"13,1,0,0","0,0,0,0",2
882,"Dated Hempen Acton (Beige)",35,"13,2,0,0","0,0,0,0",2
884,"Dated Hempen Acton (Brown)",35,"13,3,0,0","0,0,0,0",2
886,"Dated Cotton Dalmatica",35,"4,5,0,0","0,0,0,0",2
888,"Dated Cotton Dalmatica (Red)",35,"4,6,0,0","0,0,0,0",2
890,"Dated Cotton Dalmatica (Yellow)",35,"4,7,0,0","0,0,0,0",2
892,"Dated Cotton Dalmatica (Green)",35,"4,8,0,0","0,0,0,0",2
894,"Dated Cotton Dalmatica (Blue)",35,"4,9,0,0","0,0,0,0",2
896,"Dated Cotton Tunic",35,"33,9,0,0","0,0,0,0",2
898,"Dated Cotton Tunic (Green)",35,"33,10,0,0","0,0,0,0",2
900,"Dated Cotton Tunic (Blue)",35,"33,11,0,0","0,0,0,0",2
902,"Dated Cotton Tunic (Red)",35,"33,12,0,0","0,0,0,0",2
904,"Dated Cotton Tunic (Yellow)",35,"33,13,0,0","0,0,0,0",2
906,"Dated Cotton Halfrobe",35,"34,6,0,0","0,0,0,0",2
908,"Dated Cotton Halfrobe (Green)",35,"34,7,0,0","0,0,0,0",2
910,"Dated Cotton Halfrobe (Blue)",35,"34,8,0,0","0,0,0,0",2
912,"Dated Cotton Halfrobe (Red)",35,"34,9,0,0","0,0,0,0",2
914,"Dated Cotton Halfrobe (Yellow)",35,"34,10,0,0","0,0,0,0",2
916,"Dated Bronze Chainmail",35,"11,1,0,0","0,0,0,0",2
918,"Dated Bronze Chainmail (Brown)",35,"11,2,0,0","0,0,0,0",2
920,"Dated Bronze Chainmail (Grey)",35,"11,3,0,0","0,0,0,0",2
922,"Dated Bronze Chainmail (Beige)",35,"11,4,0,0","0,0,0,0",2
924,"Dated Sheepskin Harness (Taupe)",35,"8,1,0,0","0,0,0,0",2
926,"Dated Sheepskin Harness (Grey)",35,"8,2,0,0","0,0,0,0",2
928,"Dated Cotton Gown",35,"5,5,0,0","0,0,0,0",2
930,"Dated Cotton Gown (Red)",35,"5,6,0,0","0,0,0,0",2
932,"Dated Cotton Gown (Yellow)",35,"5,7,0,0","0,0,0,0",2
934,"Dated Cotton Gown (Green)",35,"5,8,0,0","0,0,0,0",2
936,"Dated Cotton Gown (Blue)",35,"5,9,0,0","0,0,0,0",2
938,"Dated Cotton Doublet Vest",35,"32,5,0,0","0,0,0,0",2
940,"Dated Cotton Doublet Vest (Green)",35,"32,6,0,0","0,0,0,0",2
942,"Dated Cotton Doublet Vest (Blue)",35,"32,7,0,0","0,0,0,0",2
944,"Dated Cotton Doublet Vest (Red)",35,"32,8,0,0","0,0,0,0",2
946,"Dated Cotton Doublet Vest (Yellow)",35,"32,9,0,0","0,0,0,0",2
948,"Dated Bone Scale Mail (Grey)",35,"12,1,0,0","0,0,0,0",2
950,"Dated Bone Scale Mail (Taupe)",35,"12,2,0,0","0,0,0,0",2
952,"Dated Hempen Cowl",35,"29,1,0,0","0,0,0,0",2
954,"Dated Hempen Cowl (Beige)",35,"29,2,0,0","0,0,0,0",2
956,"Dated Hempen Cowl (Grey)",35,"29,3,0,0","0,0,0,0",2
958,"Dated Hempen Cowl (Brown)",35,"29,4,0,0","0,0,0,0",2
960,"Dated Dodoskin Jacket (Rat)",35,"14,1,0,0","0,0,0,0",2
962,"Dated Dodoskin Jacket (Squirrel)",35,"14,2,0,0","0,0,0,0",2
964,"Dated Dodoskin Jacket (Marmot)",35,"14,3,0,0","0,0,0,0",2
966,"Dated Cotton Tabard",35,"31,6,0,0","0,0,0,0",2
968,"Dated Cotton Tabard (Green)",35,"31,7,0,0","0,0,0,0",2
970,"Dated Cotton Tabard (Blue)",35,"31,8,0,0","0,0,0,0",2
972,"Dated Cotton Tabard (Red)",35,"31,9,0,0","0,0,0,0",2
974,"Dated Cotton Tabard (Yellow)",35,"31,10,0,0","0,0,0,0",2
976,"Dated Cotton Doublet",35,"2,4,0,0","0,0,0,0",2
978,"Dated Cotton Doublet (Red)",35,"2,5,0,0","0,0,0,0",2
980,"Dated Cotton Doublet (Yellow)",35,"2,6,0,0","0,0,0,0",2
982,"Dated Cotton Doublet (Green)",35,"2,7,0,0","0,0,0,0",2
984,"Dated Cotton Doublet (Blue)",35,"2,8,0,0","0,0,0,0",2
986,"Dated Cotton Robe",35,"7,5,0,0","0,0,0,0",2
988,"Dated Cotton Robe (Red)",35,"7,6,0,0","0,0,0,0",2
990,"Dated Cotton Robe (Yellow)",35,"7,7,0,0","0,0,0,0",2
992,"Dated Cotton Robe (Green)",35,"7,8,0,0","0,0,0,0",2
994,"Dated Cotton Robe (Blue)",35,"7,9,0,0","0,0,0,0",2
996,"Dated Taupe Sheepskin Jerkin",35,"6,1,0,0","0,0,0,0",2
998,"Dated Taupe Sheepskin Jerkin (Grey)",35,"6,2,0,0","0,0,0,0",2
1000,"Dated Sheepskin Jerkin",35,"6,3,0,0","0,0,0,0",2
1002,"Dated Slate-grey Sheepskin Jerkin (Brown)",35,"6,4,0,0","0,0,0,0",2
1004,"Dated Cotton Shepherd's Tunic",35,"28,7,0,0","0,0,0,0",2
1006,"Dated Cotton Shepherd's Tunic (Red)",35,"28,8,0,0","0,0,0,0",2
1008,"Dated Cotton Shepherd's Tunic (Yellow)",35,"28,9,0,0","0,0,0,0",2
1010,"Dated Cotton Shepherd's Tunic (Green)",35,"28,10,0,0","0,0,0,0",2
1012,"Dated Cotton Shepherd's Tunic (Blue)",35,"28,11,0,0","0,0,0,0",2
1014,"Dated Cotton Shirt",35,"10,5,0,0","0,0,0,0",2
1016,"Dated Cotton Shirt (Red)",35,"10,6,0,0","0,0,0,0",2
1018,"Dated Cotton Shirt (Yellow)",35,"10,7,0,0","0,0,0,0",2
1020,"Dated Cotton Shirt (Green)",35,"10,8,0,0","0,0,0,0",2
1022,"Dated Cotton Shirt (Blue)",35,"10,9,0,0","0,0,0,0",2
1024,"Dated Trapper's Tunic",35,"9,5,0,0","0,0,0,0",2
1026,"Dated Trapper's Tunic (Red)",35,"9,6,0,0","0,0,0,0",2
1028,"Dated Trapper's Tunic (Yellow)",35,"9,7,0,0","0,0,0,0",2
1030,"Dated Trapper's Tunic (Green)",35,"9,8,0,0","0,0,0,0",2
1032,"Dated Trapper's Tunic (Blue)",35,"9,9,0,0","0,0,0,0",2
1034,"Dated Cotton Acton (Red)",35,"13,4,0,0","0,0,0,0",2
1036,"Dated Cotton Acton (Blue)",35,"13,7,0,0","0,0,0,0",2
1038,"Dated Cotton Acton (Yellow)",35,"13,5,0,0","0,0,0,0",2
1040,"Dated Cotton Acton (Green)",35,"13,6,0,0","0,0,0,0",2
1042,"Dated Bronze Scale Mail",35,"12,20,0,0","0,0,0,0",2
1044,"Dated Canvas Dalmatica",35,"4,10,0,0","0,0,0,0",2
1046,"Dated Canvas Dalmatica (Auburn)",35,"4,11,0,0","0,0,0,0",2
1048,"Dated Canvas Dalmatica (Pink)",35,"4,12,0,0","0,0,0,0",2
1050,"Dated Canvas Dalmatica (Brown)",35,"4,13,0,0","0,0,0,0",2
1052,"Dated Canvas Dalmatica (Blue)",35,"4,14,0,0","0,0,0,0",2
1054,"Dated Canvas Tunic",35,"33,19,0,0","0,0,0,0",2
1056,"Dated Canvas Tunic (Auburn)",35,"33,20,0,0","0,0,0,0",2
1058,"Dated Canvas Tunic (Pink)",35,"33,21,0,0","0,0,0,0",2
1060,"Dated Canvas Tunic (Brown)",35,"33,22,0,0","0,0,0,0",2
1062,"Dated Canvas Tunic (Blue)",35,"33,23,0,0","0,0,0,0",2
1064,"Dated Canvas Halfrobe",35,"34,12,0,0","0,0,0,0",2
1066,"Dated Canvas Halfrobe (Auburn)",35,"34,13,0,0","0,0,0,0",2
1068,"Dated Canvas Halfrobe (Pink)",35,"34,14,0,0","0,0,0,0",2
1070,"Dated Canvas Halfrobe (Brown)",35,"34,15,0,0","0,0,0,0",2
1072,"Dated Canvas Halfrobe (Blue)",35,"34,16,0,0","0,0,0,0",2
1074,"Dated Sentinel's Chainmail",35,"11,5,0,0","0,0,0,0",2
1076,"Dated Sentinel's Chainmail (Red)",35,"11,6,0,0","0,0,0,0",2
1078,"Dated Sentinel's Chainmail (Yellow)",35,"11,7,0,0","0,0,0,0",2
1080,"Dated Sentinel's Chainmail (Green)",35,"11,8,0,0","0,0,0,0",2
1082,"Dated Sentinel's Chainmail (Blue)",35,"11,9,0,0","0,0,0,0",2
1084,"Dated Dodoskin Harness (Taupe)",35,"8,3,0,0","0,0,0,0",2
1086,"Dated Dodoskin Harness (Grey)",35,"8,4,0,0","0,0,0,0",2
1088,"Dated Canvas Gown",35,"5,10,0,0","0,0,0,0",2
1090,"Dated Canvas Gown (Auburn)",35,"5,11,0,0","0,0,0,0",2
1092,"Dated Canvas Gown (Pink)",35,"5,12,0,0","0,0,0,0",2
1094,"Dated Canvas Gown (Brown)",35,"5,13,0,0","0,0,0,0",2
1096,"Dated Canvas Gown (Blue)",35,"5,14,0,0","0,0,0,0",2
1098,"Dated Canvas Doublet Vest",35,"32,10,0,0","0,0,0,0",2
1100,"Dated Canvas Doublet Vest (Auburn)",35,"32,11,0,0","0,0,0,0",2
1102,"Dated Canvas Doublet Vest (Pink)",35,"32,12,0,0","0,0,0,0",2
1104,"Dated Canvas Doublet Vest (Brown)",35,"32,13,0,0","0,0,0,0",2
1106,"Dated Canvas Doublet Vest (Blue)",35,"32,14,0,0","0,0,0,0",2
1108,"Dated Cotton Cowl",35,"29,6,0,0","0,0,0,0",2
1110,"Dated Cotton Cowl (Yellow)",35,"29,7,0,0","0,0,0,0",2
1112,"Dated Cotton Cowl (Green)",35,"29,8,0,0","0,0,0,0",2
1114,"Dated Cotton Cowl (Blue)",35,"29,9,0,0","0,0,0,0",2
1116,"Dated Cotton Cowl (Red)",35,"29,10,0,0","0,0,0,0",2
1118,"Dated Leather Jacket (Black)",35,"14,4,0,0","0,0,0,0",2
1120,"Dated Leather Jacket (Ochre)",35,"14,5,0,0","0,0,0,0",2
1122,"Dated Leather Jacket (Green)",35,"14,6,0,0","0,0,0,0",2
1124,"Dated Leather Jacket (Red)",35,"14,7,0,0","0,0,0,0",2
1126,"Dated Canvas Tabard",35,"31,12,0,0","0,0,0,0",2
1128,"Dated Canvas Tabard (Auburn)",35,"31,13,0,0","0,0,0,0",2
1130,"Dated Canvas Tabard (Pink)",35,"31,14,0,0","0,0,0,0",2
1132,"Dated Canvas Tabard (Brown)",35,"31,15,0,0","0,0,0,0",2
1134,"Dated Canvas Tabard (Blue)",35,"31,16,0,0","0,0,0,0",2
1136,"Dated Canvas Doublet",35,"2,10,0,0","0,0,0,0",2
1138,"Dated Canvas Doublet (Auburn)",35,"2,11,0,0","0,0,0,0",2
1140,"Dated Canvas Doublet (Pink)",35,"2,12,0,0","0,0,0,0",2
1142,"Dated Canvas Doublet (Brown)",35,"2,13,0,0","0,0,0,0",2
1144,"Dated Canvas Doublet (Blue)",35,"2,14,0,0","0,0,0,0",2
1146,"Dated Canvas Robe",35,"7,10,0,0","0,0,0,0",2
